Bill,Bill Long Title,Last Action Date,Year,Sponsor,Sponsor District,Co-Sponsor,Co-Sponsor District,Last Action,Last Activity Comments,General assembly,Session,Bill String,LR Number
SB 266,"Alters the definition of ""teacher"" in the teacher tenure act  ",7/6/05,2005,"Gibbons, Michael",94,,,Delivered to Secretary of State (G),,93,First regular,SCS SB 266,0810S.03T
SB 267,Amends provisions relating to property tax reassessment  ,7/6/05,2005,"Gibbons, Michael",94,,,Delivered to Secretary of State (G),,93,First regular,SCS SB 267,1173S.04T
SB 270,Modifies the linked deposit program and other duties of the State Treasurer ,5/13/05,2005,"Scott, Delbert",228,,,Delivered to Secretary of State (G),,93,First regular,HCS SCS SB 270,1236L.04T
SB 272,Limits amount of revenue collectable from gaming boat admission fees  ,7/14/05,2005,"Gross, Charles",18,,,Delivered to Secretary of State (G),,93,First regular,HCS SCS SB 272,0880L.10T
SB 274,Regulates travel clubs  ,7/12/05,2005,"Taylor, Larry",229,,,Delivered to Secretary of State (G),,93,First regular,SB 274,0253L.02T
SB 279,Adds demand drafts to certain transfer and presentment warranties in the Uniform Commercial Code ,7/12/05,2005,"Taylor, Larry",229,,,Delivered to Secretary of State (G),,93,First regular,SB 279,1228S.01T
SB 280,Revises education requirements for cosmetologists  ,7/6/05,2005,"Taylor, Larry",229,,,Delivered to Secretary of State (G),,93,First regular,SB 280,1227S.01T
SB 287,Transitions the state away from a tax-rate driven education funding formula to a student-needs based education funding formula ,6/29/05,2005,"Shields, Charles",234,,,Delivered to Secretary of State (G),,93,First regular,CCS HCS SS SCS SB 287,1420S.10T
SB 288,Authorizes the Governor to convey land to Nodaway County to the Delta Nu Teke Association ,6/22/05,2005,"Klindt, David",212,,,Delivered to Secretary of State (G),,93,First regular,SB 288,1278S.02T
SB 289,Eliminates a grand jury's duty to examine public buildings and report on their conditions ,7/14/05,2005,"Engler, Kevin",116,,,Delivered to Secretary of State (G),,93,First regular,SCS SB 289,1398S.02T
SB 298,Alters provisions regarding the superintendent and teachers of the St. Louis public school system ,7/12/05,2005,"Coleman, Maida",63,,,Delivered to Secretary of State (G),,93,First regular,SB 298,0813S.01T
SB 299,Removes school principals from certain sections of the Metropolitan school district's teacher tenure statute ,7/12/05,2005,"Coleman, Maida",63,,,Delivered to Secretary of State (G),,93,First regular,SB 299,0814S.01T
SB 302,Changes the election date for certain St. Louis school board members  ,7/14/05,2005,"Coleman, Maida",63,,,Delivered to Secretary of State (G),,93,First regular,SCS SB 302,1142S.02T
SB 306,Raises the amount school board members may accept for performing services for (or selling property to) their district ,6/22/05,2005,"Purgason, Chuck",233,,,Delivered to Secretary of State (G),,93,First regular,SB 306,1486S.01T
SB 307,Increases the amount that public officials or employees can accept for services to their political subdivision ,7/6/05,2005,"Purgason, Chuck",233,,,Delivered to Secretary of State (G),,93,First regular,HCS SB 307,1358L.02T
SB 318,Modifies compensation for certain employees of the divisions of finance and credit unions ,7/14/05,2005,"Crowell, Jason",227,,,Delivered to Secretary of State (G),,93,First regular,SB 318,0949S.03T
SB 320,Creates lien for nonpayment of rental equipment fees  ,7/14/05,2005,"Koster, Chris",231,,,Delivered to Secretary of State (G),,93,First regular,HCS SB 320,1194L.04T
SB 323,Establishes the eligibility criteria for grants to umbilical cord blood banks ,7/12/05,2005,"Bartle, Matthew",208,,,Delivered to Secretary of State (G),,93,First regular,SB 323,0943S.01T
SB 343,Changes the laws regarding job development programs administered by the Department of Economic Development ,7/6/05,2005,"Bartle, Matthew",208,,,Delivered to Secretary of State (G),,93,First regular,CCS HCS SS SB 343,1280S.14T
SB 346,Limits paddlesport outfitters liability  ,7/12/05,2005,"Clemens, Dan",220,,,Delivered to Secretary of State (G),,93,First regular,SS SCS SB 346,1597S.06T
SB 347,Modifies education requirements for professional counselors  ,7/6/05,2005,"Clemens, Dan",220,,,Delivered to Secretary of State (G),,93,First regular,SB 347,1114S.03T
SB 355,Creates the Missouri Wine and Grape Board  ,7/7/05,2005,"Griesheimer, John",226,,,Delivered to Secretary of State (G),,93,First regular,HCS SCS SB 355,1623L.08T
SB 367,Changes requirement for payment of overtime hours for nonexempt state employees ,6/21/05,2005,"Cauthorn, John",218,,,Delivered to Secretary of State (G),,93,First regular,SB 367,1656S.01T
SB 372,Provides for various measures relating to bicycle safety and the duties owed to bicyclists by motorists ,7/12/05,2005,"Engler, Kevin",116,,,Delivered to Secretary of State (G),,93,First regular,HCS SCS SB 372,1514L.07T
SB 378,Allows person to replace two sets of two stolen license plate tabs per year and prohibits issuance of ticket for stolen tabs ,6/30/05,2005,"Coleman, Maida",63,,,Delivered to Secretary of State (G),,93,First regular,SB 378,1676S.01P
SB 394,Repeals law requiring the State Treasurer to maintain a list of financial institutions doing business in Northern Ireland ,7/14/05,2005,"Nodler, Gary",232,,,Delivered to Secretary of State (G),,93,First regular,SB 394,1738S.01T
SB 396,Extends sunset of transfer of jet fuel tax to the aviation trust fund and increases air control tower funding ,6/27/05,2005,"Crowell, Jason",227,,,Delivered to Secretary of State (G),,93,First regular,SB 396,1680S.01T
SB 401,Repeals the three-child limit in police pension systems  ,7/14/05,2005,"Kennedy, Harry",66,,,Delivered to Secretary of State (G),,93,First regular,HCS SB 401,1731L.02T
SB 402,Modifies laws relating to underage drinking  ,7/13/05,2005,"Gibbons, Michael",94,,,Delivered to Secretary of State (G),,93,First regular,HCS SS SB 402,0337L.09T
SB 407,"Modifies definition of ""owner"" in beneficiary deeds  ",7/14/05,2005,"Mayer, Robert",225,,,Delivered to Secretary of State (G),,93,First regular,SCS SB 407,1768S.02T
SB 420,Modifies numerous provisions regarding judicial procedures and personnel ,7/13/05,2005,"Mayer, Robert",225,,,Delivered to Secretary of State (G),,93,First regular,CCS HCS SCS SBs 420 & 344,1373S.10T
SB 422,Requires expunged records to be confidential  ,7/12/05,2005,"Bartle, Matthew",208,,,Delivered to Secretary of State (G),,93,First regular,HCS SB 422,1524L.02T
SB 423,Creates new provisions and makes modifications to certain statutes relating to the DNA profiling system ,7/13/05,2005,"Bartle, Matthew",208,,,Delivered to Secretary of State (G),,93,First regular,HCS SCS SB 423,1586L.05T
SB 431,Permits sales tax on food for the City of Independence  ,7/14/05,2005,"Callahan, Victor",211,,,Delivered to Secretary of State (G),,93,First regular,SB 431,0941S.01T
SB 450,Authorizes the Governor to convey various pieces of state property  ,6/22/05,2005,"Dolan, Jonathan",13,,,Delivered to Secretary of State (G),,93,First regular,HCS SCS SB 450,1881L.03T
SB 453,Modifies nuisance law.  ,6/22/05,2005,"Loudon, John",207,,,Delivered to Secretary of State (G),,93,First regular,SB 453,0754S.02T
SB 462,Modifies acquisition of sewer or water corporations by public utilities ,6/29/05,2005,"Klindt, David",212,,,Delivered to Secretary of State (G),,93,First regular,HCS SS SCS SB 462,1848L.04T
SB 480,An Act relating to effective involvement by parents and families in support of their children's education ,7/12/05,2005,"Shields, Charles",234,,,Delivered to Secretary of State (G),,93,First regular,SB 480,1654S.01T
SB 488,Exempts salvage vehicles with cosmetic damage from highway patrol examination inspections for purposes of titling. ,7/12/05,2005,"Engler, Kevin",116,,,Delivered to Secretary of State (G),,93,First regular,SB 488,1916S.01T
SB 490,Allows Warrensburg to annex areas along a road up to 2.5 miles from existing boundaries of the city ,6/22/05,2005,"Koster, Chris",231,,,Delivered to Secretary of State (G),,93,First regular,HCS SB 490,1909L.03T
SB 500,Provides for family cost participation in the Part C early intervention system ,6/24/05,2005,"Gibbons, Michael",94,,,Delivered to Secretary of State (G),,93,First regular,CCS HCS SCS SB 500,1821S.10T
SB 501,"Creates the ""Office of Comprehensive Child Mental Health""  ",6/24/05,2005,"Gibbons, Michael",94,,,Delivered to Secretary of State (G),,93,First regular,SCS SB 501,1915S.03T
SB 507,Raises the dollar value of property for which the county auditor in counties of the first and second classification are required to inventory.,7/6/05,2005,"Graham, Charles",24,,,Delivered to Secretary of State (G),,93,First regular,SB 507,1912L.01T
SB 516,Eliminates a provision in Section 99.847 allowing districts to receive reimbursement for emergency services. ,7/12/05,2005,"Griesheimer, John",226,,,Delivered to Secretary of State (G),,93,First regular,SB 516,1913S.01T
SB 518,Creates the Assistive Technology Trust Fund for assistive technology.  ,7/14/05,2005,"Kennedy, Harry",66,,,Delivered to Secretary of State (G),,93,First regular,SB 518,1950S.01T
SB 521,Expands the membership of the Community Service Commission to include the Lieutenant Governor. ,7/14/05,2005,"Crowell, Jason",227,,,Delivered to Secretary of State (G),,93,First regular,SB 521,1212S.03T
SB 539,Modifies provisions in various health care and social services programs ,4/26/05,2005,"Purgason, Chuck",233,,,Approved by Governor (G),,93,First regular,SS SB 539,1714S.07T
SJR 1,Resubmits the parks and soils tax to a vote of the people starting in 2008 ,5/26/05,2005,"Klindt, David",212,,,Delivered to Secretary of State (G),,93,First regular,SS SJR 1,0112S.07T
HB 2,Makes technical corrections to various criminal statutes  ,9/15/05,2005,"Lipke, Scott",157,"Dusenberg, Gary",54,Delivered to Secretary of State (G),,93,First extraordinary,HCS HB 2,2510L.02P
HB 3,Prohibits the posting of certain personal information on the Internet ,9/15/05,2005,"Pratt, Bryan",55,"Yates, Brian",56,Delivered to Secretary of State (G),,93,First extraordinary,HCS HB 3,2502L.02P
SB 1,Modifies laws relating to abortion.  ,9/15/05,2005,"Loudon, John",207,,,Delivered to Secretary of State (G),,93,First extraordinary,SB 1,2508S.01T
SB 4,Modifies the application of the workers' compensation system to certain cases. ,9/15/05,2005,"Crowell, Jason",227,,,Delivered to Secretary of State (G),,93,First extraordinary,SB 4,2505S.01T
HB 977,Authorizes the at-large election of board of aldermen members in certain cities of the fourth class ,6/9/06,2006,"Whorton, Jim",3,"Kuessner, J C",152,Delivered to Secretary of State (G),,93,Second regular,SCS HCS HB 977,3038S.04T
HB 978,Establishes the Vietnam War Medallion Program  ,6/13/06,2006,"Smith, Joe",14,"McGhee, Mike",122,Delivered to Secretary of State (G),,93,Second regular,SCS HCS HB 978,3153S.04T
HB 983,Requires the United States and the Missouri state flags to be flown at half-staff on all government buildings on September 11 of each year ,6/13/06,2006,"Meadows, Tim",101,"Roorda, Jeff",113,Delivered to Secretary of State (G),,93,Second regular,HB 983,3057L.01T
HB 984,"Encourages all government buildings, businesses, and citizens to display the POW/MIA flag on Memorial Day, July 4, September 11, and Veterans Day",6/13/06,2006,"Meadows, Tim",101,"Roorda, Jeff",113,Delivered to Secretary of State (G),,93,Second regular,HB 984,3055L.01T
HB 1001,Appropriates money to the Board of Fund Commissioners  ,6/22/06,2006,"Icet, Allen",84,,,Delivered to Secretary of State (G),,93,Second regular,CCS SCS HB 1001,3001L.03T
HB 1002,"Appropriates money for the expenses, grants, refunds, and distributions of the State Board of Education and Department of Elementary and Secondary Education",6/22/06,2006,"Icet, Allen",84,,,Delivered to Secretary of State (G),,93,Second regular,CCS SCS HCS HB 1002,3002L.04T
HB 1003,"Appropriates money for the expenses, grants, refunds, and distributions of the Department of Higher Education ",6/29/06,2006,"Icet, Allen",84,,,Delivered to Secretary of State (G),,93,Second regular,CCS SCS HCS HB 1003,3003L.04T
HB 1004,"Appropriates money for the expenses, grants, refunds, and distributions of the Department of Revenue and Department of Transportation",6/29/06,2006,"Icet, Allen",84,,,Delivered to Secretary of State (G),,93,Second regular,CCS SCS HCS HB 1004,3004L.04T
HB 1005,"Appropriates money for the expenses, grants, refunds, and distributions of the Office of Administration, Department of Transportation, Department of Public Safety, and Chief Executive",6/29/06,2006,"Icet, Allen",84,,,Delivered to Secretary of State (G),,93,Second regular,CCS SCS HCS HB 1005,3005L.04T
HB 1006,"Appropriates money for the expenses, grants, refunds, and distributions of the Department of Agriculture, Department of Natural Resources, and Department of Conservation",6/29/06,2006,"Icet, Allen",84,,,Delivered to Secretary of State (G),,93,Second regular,CCS SCS HCS HB 1006,3006L.04T
HB 1007,"Appropriates money for the expenses, grants, refunds, and distributions of the Department of Economic Development, Department of Insurance, and Department of Labor and Industrial Relations",6/29/06,2006,"Icet, Allen",84,,,Delivered to Secretary of State (G),,93,Second regular,CCS SCS HCS HB 1007,3007L.04T
HB 1008,"Appropriates money for the expenses, grants, refunds, and distributions of the Department of Public Safety ",6/29/06,2006,"Icet, Allen",84,,,Delivered to Secretary of State (G),,93,Second regular,CCS SCS HB 1008,3008L.03T
HB 1009,"Appropriates money for the expenses, grants, refunds, and distributions of the Department of Corrections ",6/29/06,2006,"Icet, Allen",84,,,Delivered to Secretary of State (G),,93,Second regular,CCS SCS HB 1009,3009L.03T
HB 1010,"Appropriates money for the expenses, grants, refunds, and distibutions of the Department of Mental Health, Board of Public Buildings, and Department of Health and Senior Services",6/29/06,2006,"Icet, Allen",84,,,Delivered to Secretary of State (G),,93,Second regular,CCS SCS HCS HB 1010,3010L.04T
